brand,count,percentage,registeredUsers,appOpens,year,quarter,state
Lenovo,127388,0.015181252509343487,8391139,142852253,2020,2,delhi
Others,745197,0.08880761002767323,8391139,142852253,2020,2,delhi
Xiaomi,2264717,0.2504061730789346,9044174,190025029,2020,3,delhi
Samsung,1707446,0.18878960090772248,9044174,190025029,2020,3,delhi
Vivo,1516602,0.16768828198130642,9044174,190025029,2020,3,delhi
Oppo,1106202,0.12231100374672137,9044174,190025029,2020,3,delhi
Apple,485868,0.05372165550994486,9044174,190025029,2020,3,delhi
Realme,406930,0.04499360582845929,9044174,190025029,2020,3,delhi
OnePlus,244532,0.027037516084940427,9044174,190025029,2020,3,delhi
Motorola,238737,0.02639677210986874,9044174,190025029,2020,3,delhi
Huawei,159503,0.0176359941770249,9044174,190025029,2020,3,delhi
Lenovo,131036,0.014488443057375941,9044174,190025029,2020,3,delhi
Others,782601,0.08653095351770101,9044174,190025029,2020,3,delhi
Xiaomi,2416705,0.24791884831792635,9747968,243433752,2020,4,delhi
Samsung,1842707,0.18903498657361206,9747968,243433752,2020,4,delhi
Vivo,1673743,0.17170173312017437,9747968,243433752,2020,4,delhi
Oppo,1209582,0.12408555300961185,9747968,243433752,2020,4,delhi
Apple,518592,0.0532000105047534,9747968,243433752,2020,4,delhi
Realme,452392,0.04640885156783445,9747968,243433752,2020,4,delhi
OnePlus,256533,0.0263165615644204,9747968,243433752,2020,4,delhi
Motorola,246834,0.025321584970324072,9747968,243433752,2020,4,delhi
Huawei,168898,0.01732648281159725,9747968,243433752,2020,4,delhi
Lenovo,134947,0.013843603097589158,9747968,243433752,2020,4,delhi
Others,827035,0.08484178446215662,9747968,243433752,2020,4,delhi
Xiaomi,2575350,0.24603977564221985,10467210,281201600,2021,1,delhi
Samsung,1963994,0.18763299866917738,10467210,281201600,2021,1,delhi
Vivo,1839180,0.17570871321011042,10467210,281201600,2021,1,delhi
Oppo,1318743,0.12598801399799947,10467210,281201600,2021,1,delhi
Apple,555462,0.05306686308959121,10467210,281201600,2021,1,delhi
Realme,511070,0.04882580936085165,10467210,281201600,2021,1,delhi
OnePlus,269742,0.025770190910471846,10467210,281201600,2021,1,delhi
Motorola,253270,0.024196514639526674,10467210,281201600,2021,1,delhi
Huawei,175712,0.0167868992787954,10467210,281201600,2021,1,delhi
Lenovo,137068,0.013094989018086005,10467210,281201600,2021,1,delhi
Others,867619,0.08288923218317011,10467210,281201600,2021,1,delhi
Xiaomi,2731995,0.24430551157640923,11182699,164997774,2021,2,delhi
Samsung,2070161,0.1851217671154343,11182699,164997774,2021,2,delhi
Vivo,2011494,0.17987553809684048,11182699,164997774,2021,2,delhi
Oppo,1432860,0.12813185797096033,11182699,164997774,2021,2,delhi
Realme,596308,0.05332415725398672,11182699,164997774,2021,2,delhi
Apple,591905,0.05293042404163789,11182699,164997774,2021,2,delhi
OnePlus,291216,0.026041655954434615,11182699,164997774,2021,2,delhi
Motorola,252565,0.022585334721072256,11182699,164997774,2021,2,delhi
Huawei,176234,0.015759522812873707,11182699,164997774,2021,2,delhi
Lenovo,134680,0.012043604142434666,11182699,164997774,2021,2,delhi
Others,893281,0.0798806263139158,11182699,164997774,2021,2,delhi
Xiaomi,2897206,0.2418356634411127,11980061,223844376,2021,3,delhi
Vivo,2220413,0.18534237847369892,11980061,223844376,2021,3,delhi
Samsung,2149622,0.17943331006411403,11980061,223844376,2021,3,delhi
Oppo,1566918,0.13079382483945615,11980061,223844376,2021,3,delhi
Realme,707377,0.05904619350435695,11980061,223844376,2021,3,delhi
Apple,631640,0.05272427243901346,11980061,223844376,2021,3,delhi
OnePlus,331920,0.027706035887463343,11980061,223844376,2021,3,delhi
Motorola,250528,0.020912080497753727,11980061,223844376,2021,3,delhi
Huawei,172290,0.0143813958877171,11980061,223844376,2021,3,delhi
Tecno,148235,0.012373476228543411,11980061,223844376,2021,3,delhi
Others,903912,0.0754513687367702,11980061,223844376,2021,3,delhi
Xiaomi,3028207,0.23685388498682883,12785127,345669353,2021,4,delhi
Vivo,2413197,0.1887503346662102,12785127,345669353,2021,4,delhi
Samsung,2238115,0.17505614140555664,12785127,345669353,2021,4,delhi
Oppo,1697646,0.1327828812337961,12785127,345669353,2021,4,delhi
Realme,840595,0.06574788033001158,12785127,345669353,2021,4,delhi
Apple,705541,0.055184512441683216,12785127,345669353,2021,4,delhi
OnePlus,369158,0.028874019006616045,12785127,345669353,2021,4,delhi
Motorola,250976,0.019630309499467622,12785127,345669353,2021,4,delhi
Tecno,176336,0.013792275978173701,12785127,345669353,2021,4,delhi
Huawei,166930,0.01305657738088953,12785127,345669353,2021,4,delhi
Others,898426,0.07027118307076652,12785127,345669353,2021,4,delhi
Xiaomi,23388,0.2543943612948138,91936,0,2018,1,goa
Samsung,19288,0.2097981204316046,91936,0,2018,1,goa
Vivo,8719,0.09483771319178559,91936,0,2018,1,goa
Oppo,6969,0.07580273233553776,91936,0,2018,1,goa
Apple,5957,0.0647950748346676,91936,0,2018,1,goa
OnePlus,5457,0.05935650887573964,91936,0,2018,1,goa
Motorola,4236,0.04607553080403759,91936,0,2018,1,goa
Realme,4094,0.04453097807170205,91936,0,2018,1,goa
Lenovo,2542,0.027649669335189697,91936,0,2018,1,goa
Huawei,1595,0.01734902540898016,91936,0,2018,1,goa
Others,9691,0.10541028541594152,91936,0,2018,1,goa
Xiaomi,31481,0.2576734820829309,122174,0,2018,2,goa
Samsung,25483,0.20857956684728338,122174,0,2018,2,goa
Vivo,12317,0.10081523073649058,122174,0,2018,2,goa
Oppo,9547,0.07814264900879074,122174,0,2018,2,goa
Apple,7433,0.06083945847725375,122174,0,2018,2,goa
OnePlus,6696,0.054807078429125675,122174,0,2018,2,goa
Motorola,5508,0.04508324193363564,122174,0,2018,2,goa
Realme,5427,0.044420253081670406,122174,0,2018,2,goa
Lenovo,3352,0.027436279404783343,122174,0,2018,2,goa
Huawei,2237,0.01830995138081752,122174,0,2018,2,goa
Others,12693,0.10389280861721807,122174,0,2018,2,goa
Xiaomi,39803,0.2587937738130844,153802,0,2018,3,goa
Samsung,32023,0.2082092560564882,153802,0,2018,3,goa
Vivo,16778,0.10908830834449487,153802,0,2018,3,goa
Oppo,12470,0.08107826946333598,153802,0,2018,3,goa
Apple,8815,0.05731394910339267,153802,0,2018,3,goa
OnePlus,7931,0.05156629952796453,153802,0,2018,3,goa
Realme,6878,0.044719834592528054,153802,0,2018,3,goa
Motorola,6674,0.04339345392127541,153802,0,2018,3,goa
Lenovo,3860,0.025097202897231507,153802,0,2018,3,goa
Huawei,3053,0.01985019700654088,153802,0,2018,3,goa
Others,15517,0.10088945527366354,153802,0,2018,3,goa
Xiaomi,50867,0.26038904530330176,195350,0,2018,4,goa
Samsung,40683,0.20825697466086512,195350,0,2018,4,goa
Vivo,22715,0.11627847453288968,195350,0,2018,4,goa
Oppo,16672,0.08534425390325058,195350,0,2018,4,goa
Apple,10884,0.055715382646531864,195350,0,2018,4,goa
OnePlus,9442,0.04833375991809573,195350,0,2018,4,goa
Realme,8708,0.04457640133094446,195350,0,2018,4,goa
Motorola,8176,0.0418530842078321,195350,0,2018,4,goa
Lenovo,4769,0.02441259278218582,195350,0,2018,4,goa
Huawei,3965,0.020296902994625034,195350,0,2018,4,goa
Others,18469,0.09454312771947786,195350,0,2018,4,goa
Xiaomi,62065,0.26061087036850417,238152,0,2019,1,goa
Samsung,49562,0.20811078638852498,238152,0,2019,1,goa
Vivo,29218,0.12268635157378481,238152,0,2019,1,goa
Oppo,20988,0.08812859014410965,238152,0,2019,1,goa
Apple,12909,0.05420487755719037,238152,0,2019,1,goa
OnePlus,10892,0.04573549665759683,238152,0,2019,1,goa
Realme,10545,0.04427844401894589,238152,0,2019,1,goa
Motorola,9355,0.03928163525815446,238152,0,2019,1,goa
Lenovo,5440,0.022842554335046526,238152,0,2019,1,goa
Huawei,5049,0.021200745742215057,238152,0,2019,1,goa
Others,22129,0.0929196479559273,238152,0,2019,1,goa
Xiaomi,72286,0.2591453359145336,278940,1352232,2019,2,goa
Samsung,58572,0.2099806409980641,278940,1352232,2019,2,goa
Vivo,35425,0.12699863769986378,278940,1352232,2019,2,goa
Oppo,25325,0.0907901340790134,278940,1352232,2019,2,goa
Apple,14770,0.05295045529504553,278940,1352232,2019,2,goa
Realme,12215,0.04379077937907794,278940,1352232,2019,2,goa
OnePlus,12033,0.04313830931383093,278940,1352232,2019,2,goa
Motorola,10716,0.03841686384168638,278940,1352232,2019,2,goa
Lenovo,6125,0.02195812719581272,278940,1352232,2019,2,goa
Huawei,5990,0.021474152147415215,278940,1352232,2019,2,goa
Others,25483,0.09135656413565642,278940,1352232,2019,2,goa
Xiaomi,81621,0.25732201744043076,317194,4753892,2019,3,goa
Samsung,66756,0.21045795317692012,317194,4753892,2019,3,goa
Vivo,41691,0.13143691242583402,317194,4753892,2019,3,goa
Oppo,29561,0.09319533156364875,317194,4753892,2019,3,goa
Apple,16481,0.05195873818546379,317194,4753892,2019,3,goa
Realme,14157,0.04463199177790248,317194,4753892,2019,3,goa
OnePlus,13220,0.0416779636437007,317194,4753892,2019,3,goa
Motorola,11738,0.03700574411874121,317194,4753892,2019,3,goa
Huawei,6882,0.02169650119485236,317194,4753892,2019,3,goa
Lenovo,6410,0.02020845287111358,317194,4753892,2019,3,goa
Others,28677,0.0904083936013922,317194,4753892,2019,3,goa
Xiaomi,90791,0.25680109518987626,353546,6290543,2019,4,goa
Samsung,74339,0.2102668393928937,353546,6290543,2019,4,goa
Vivo,48072,0.13597099104501253,353546,6290543,2019,4,goa
Oppo,34061,0.09634107018605782,353546,6290543,2019,4,goa
Apple,17817,0.05039513952922675,353546,6290543,2019,4,goa
Realme,16393,0.0463673751081896,353546,6290543,2019,4,goa
OnePlus,14159,0.0400485368240625,353546,6290543,2019,4,goa
Motorola,12521,0.035415476345369484,353546,6290543,2019,4,goa
Huawei,7674,0.021705803488089245,353546,6290543,2019,4,goa
Lenovo,6696,0.018939543934876932,353546,6290543,2019,4,goa
Others,31023,0.08774812895634514,353546,6290543,2019,4,goa
Xiaomi,100364,0.2560959428425619,391900,7147233,2020,1,goa
Samsung,82358,0.21015054860933913,391900,7147233,2020,1,goa
Vivo,54965,0.14025261546312834,391900,7147233,2020,1,goa
Oppo,38778,0.0989487114059709,391900,7147233,2020,1,goa
Apple,19244,0.04910436335799949,391900,7147233,2020,1,goa
Realme,18803,0.04797907629497321,391900,7147233,2020,1,goa
OnePlus,14926,0.038086246491451904,391900,7147233,2020,1,goa
Motorola,13118,0.033472824700178615,391900,7147233,2020,1,goa
Huawei,8459,0.021584587905077827,391900,7147233,2020,1,goa
Lenovo,7167,0.018287828527685634,391900,7147233,2020,1,goa
Others,33718,0.08603725440163307,391900,7147233,2020,1,goa
Xiaomi,109624,0.25456124503354316,430639,5310126,2020,2,goa
Samsung,90927,0.2111443691816115,430639,5310126,2020,2,goa
Vivo,61868,0.1436655760393276,430639,5310126,2020,2,goa
Oppo,43887,0.10191134569790475,430639,5310126,2020,2,goa
Realme,21236,0.049312765448554355,430639,5310126,2020,2,goa
Apple,20388,0.04734359869867801,430639,5310126,2020,2,goa
OnePlus,15482,0.03595122596885094,430639,5310126,2020,2,goa
Motorola,13908,0.0322961924024531,430639,5310126,2020,2,goa
Huawei,9221,0.021412366274304,430639,5310126,2020,2,goa
Lenovo,7481,0.017371859028095456,430639,5310126,2020,2,goa
Others,36617,0.0850294562266771,430639,5310126,2020,2,goa
Xiaomi,119983,0.2526159987535845,474962,6129766,2020,3,goa
Samsung,101577,0.21386342486346277,474962,6129766,2020,3,goa
Vivo,69991,0.14736126258521734,474962,6129766,2020,3,goa
Oppo,49411,0.1040314804131699,474962,6129766,2020,3,goa
Realme,24328,0.05122093978044559,474962,6129766,2020,3,goa
Apple,21967,0.04625001579073695,474962,6129766,2020,3,goa
OnePlus,16389,0.034505918368206295,474962,6129766,2020,3,goa
Motorola,14656,0.030857205418538747,474962,6129766,2020,3,goa
Huawei,9964,0.02097852038689411,474962,6129766,2020,3,goa
Lenovo,7790,0.016401312104968396,474962,6129766,2020,3,goa
Others,38906,0.08191392153477542,474962,6129766,2020,3,goa
Xiaomi,132099,0.2503847728513374,527584,10991118,2020,4,goa
Samsung,114296,0.21664038333232244,527584,10991118,2020,4,goa
Vivo,78921,0.14958944926305573,527584,10991118,2020,4,goa
Oppo,55468,0.10513586462061018,527584,10991118,2020,4,goa
Realme,28000,0.05307211742585067,527584,10991118,2020,4,goa
Apple,24214,0.04589600897676958,527584,10991118,2020,4,goa
OnePlus,17571,0.033304649117486505,527584,10991118,2020,4,goa
Motorola,15500,0.029379207860738762,527584,10991118,2020,4,goa
Huawei,10821,0.020510477952326075,527584,10991118,2020,4,goa
Lenovo,8172,0.01548947655728756,527584,10991118,2020,4,goa
Others,42522,0.08059759204221507,527584,10991118,2020,4,goa
Xiaomi,142193,0.24944608664380258,570035,15467672,2021,1,goa
Samsung,123133,0.21600954327365862,570035,15467672,2021,1,goa
Vivo,87010,0.15263975019077775,570035,15467672,2021,1,goa
Oppo,60381,0.10592507477611024,570035,15467672,2021,1,goa
Realme,31824,0.055828150903014725,570035,15467672,2021,1,goa
Apple,26139,0.04585507907409194,570035,15467672,2021,1,goa
OnePlus,18577,0.032589226977290865,570035,15467672,2021,1,goa
Motorola,15944,0.027970212355381687,570035,15467672,2021,1,goa
Huawei,11414,0.020023331900672767,570035,15467672,2021,1,goa
Lenovo,8178,0.014346487496381802,570035,15467672,2021,1,goa
Others,45242,0.079367056408817,570035,15467672,2021,1,goa
Xiaomi,152107,0.24972172331252687,609106,12710361,2021,2,goa
Samsung,129938,0.21332575939163298,609106,12710361,2021,2,goa
Vivo,94216,0.15467915272546978,609106,12710361,2021,2,goa
Oppo,64685,0.10619662259114176,609106,12710361,2021,2,goa
Realme,37973,0.06234218674582093,609106,12710361,2021,2,goa
Apple,28049,0.04604945608810289,609106,12710361,2021,2,goa
OnePlus,19803,0.03251158254885028,609106,12710361,2021,2,goa
Motorola,15937,0.026164575623947226,609106,12710361,2021,2,goa
Huawei,11315,0.018576405420403015,609106,12710361,2021,2,goa
Lenovo,7861,0.01290579964735202,609106,12710361,2021,2,goa
Others,47222,0.07752673590475222,609106,12710361,2021,2,goa
Xiaomi,163235,0.2498018235295918,653458,16575111,2021,3,goa
Samsung,135615,0.20753437864407506,653458,16575111,2021,3,goa
Vivo,103139,0.1578356986983096,653458,16575111,2021,3,goa
Oppo,69841,0.10687909551952841,653458,16575111,2021,3,goa
Realme,45087,0.06899754842698383,653458,16575111,2021,3,goa
Apple,29989,0.04589277352178717,653458,16575111,2021,3,goa
OnePlus,22136,0.03387516871780589,653458,16575111,2021,3,goa
Motorola,15824,0.02421578739567042,653458,16575111,2021,3,goa
Huawei,11214,0.017161011113185545,653458,16575111,2021,3,goa
Tecno,7719,0.011812541892516428,653458,16575111,2021,3,goa
Others,49659,0.07599417254054583,653458,16575111,2021,3,goa
Xiaomi,172749,0.24778320601051668,697178,28288254,2021,4,goa
Samsung,141066,0.2023385706376277,697178,28288254,2021,4,goa
Vivo,110824,0.15896083926916799,697178,28288254,2021,4,goa
Oppo,75088,0.10770276744246089,697178,28288254,2021,4,goa
Realme,53598,0.07687850161651687,697178,28288254,2021,4,goa
Apple,33398,0.04790455235248387,697178,28288254,2021,4,goa
OnePlus,24355,0.034933689818095234,697178,28288254,2021,4,goa
Motorola,16068,0.023047198850221894,697178,28288254,2021,4,goa
Huawei,10899,0.01563302341726216,697178,28288254,2021,4,goa
Tecno,9081,0.013025367983499193,697178,28288254,2021,4,goa
Others,50052,0.07179228260214751,697178,28288254,2021,4,goa
Xiaomi,655082,0.2435205617148839,2690048,0,2018,1,gujarat
Samsung,589816,0.21925854111153406,2690048,0,2018,1,gujarat
Vivo,424397,0.15776558633897983,2690048,0,2018,1,gujarat
Oppo,297896,0.11074003140464408,2690048,0,2018,1,gujarat
Apple,124833,0.04640549164921964,2690048,0,2018,1,gujarat
Realme,107796,0.040072147411496006,2690048,0,2018,1,gujarat
OnePlus,85786,0.03189013727636087,2690048,0,2018,1,gujarat
Lenovo,74654,0.02775192115531024,2690048,0,2018,1,gujarat
Motorola,65692,0.024420382089836316,2690048,0,2018,1,gujarat
Huawei,32104,0.01193435953559193,2690048,0,2018,1,gujarat
Others,231992,0.08624084031214313,2690048,0,2018,1,gujarat
Xiaomi,877057,0.24596187418058935,3565825,0,2018,2,gujarat
Samsung,771605,0.21638891420638984,3565825,0,2018,2,gujarat
Vivo,588311,0.16498594294447988,3565825,0,2018,2,gujarat
Oppo,406366,0.11396128525656755,3565825,0,2018,2,gujarat
Apple,158941,0.044573415689216384,3565825,0,2018,2,gujarat
Realme,139735,0.03918728484992954,3565825,0,2018,2,gujarat
OnePlus,104673,0.029354497206116395,3565825,0,2018,2,gujarat
Lenovo,94848,0.02659917410416944,3565825,0,2018,2,gujarat
Motorola,82342,0.02309199133440368,3565825,0,2018,2,gujarat
Huawei,42387,0.011887010719819397,3565825,0,2018,2,gujarat
Others,299560,0.08400860950831855,3565825,0,2018,2,gujarat
Xiaomi,1090580,0.24600383065621248,4433183,0,2018,3,gujarat
Samsung,952941,0.21495638686695315,4433183,0,2018,3,gujarat
Vivo,773925,0.1745754686869457,4433183,0,2018,3,gujarat
Oppo,521622,0.11766308767312335,4433183,0,2018,3,gujarat
Apple,186759,0.042127518760222624,4433183,0,2018,3,gujarat
Realme,171742,0.03874011066089535,4433183,0,2018,3,gujarat
OnePlus,121797,0.02747393915387657,4433183,0,2018,3,gujarat
Lenovo,107576,0.024266086015397967,4433183,0,2018,3,gujarat
Motorola,95285,0.021493585985509735,4433183,0,2018,3,gujarat
Huawei,53733,0.01212063657196195,4433183,0,2018,3,gujarat
Others,357223,0.08057934896890112,4433183,0,2018,3,gujarat
Xiaomi,1363826,0.24445531847773094,5579040,0,2018,4,gujarat
Samsung,1194869,0.2141710760274169,5579040,0,2018,4,gujarat
Vivo,1025717,0.18385188132725344,5579040,0,2018,4,gujarat
Oppo,679260,0.12175212939860622,5579040,0,2018,4,gujarat
Apple,230209,0.041263192233789325,5579040,0,2018,4,gujarat
Realme,212094,0.03801621784393014,5579040,0,2018,4,gujarat
OnePlus,145412,0.02606398233387823,5579040,0,2018,4,gujarat
Lenovo,127399,0.0228352906593249,5579040,0,2018,4,gujarat
Motorola,112287,0.020126580917147037,5579040,0,2018,4,gujarat
Huawei,68005,0.012189373082107316,5579040,0,2018,4,gujarat
Others,419962,0.07527495769881556,5579040,0,2018,4,gujarat
Xiaomi,1611706,0.24226941425044524,6652536,0,2019,1,gujarat
Samsung,1419211,0.21333383239113626,6652536,0,2019,1,gujarat
Vivo,1271697,0.19115973216830393,6652536,0,2019,1,gujarat
Oppo,837507,0.1258928925751022,6652536,0,2019,1,gujarat
Apple,266733,0.040094935224702276,6652536,0,2019,1,gujarat
Realme,248960,0.03742332247431656,6652536,0,2019,1,gujarat
OnePlus,164369,0.024707720484338603,6652536,0,2019,1,gujarat
Lenovo,143180,0.02152261934396146,6652536,0,2019,1,gujarat
Motorola,124721,0.018747888023454513,6652536,0,2019,1,gujarat
Huawei,81525,0.012254725115354505,6652536,0,2019,1,gujarat
Others,482927,0.07259291794888445,6652536,0,2019,1,gujarat
Xiaomi,1819154,0.24016359842606486,7574645,34890301,2019,2,gujarat
Samsung,1612210,0.21284297811976666,7574645,34890301,2019,2,gujarat
Vivo,1487567,0.19638768549549188,7574645,34890301,2019,2,gujarat
Oppo,976688,0.12894175238575536,7574645,34890301,2019,2,gujarat
Apple,301303,0.03977783777325538,7574645,34890301,2019,2,gujarat
Realme,281975,0.03722616703489075,7574645,34890301,2019,2,gujarat
OnePlus,180243,0.023795570617500886,7574645,34890301,2019,2,gujarat
Lenovo,158443,0.0209175479510921,7574645,34890301,2019,2,gujarat
Motorola,134995,0.017821957332653873,7574645,34890301,2019,2,gujarat
Huawei,92218,0.012174563956462646,7574645,34890301,2019,2,gujarat
Others,529849,0.06995034090706562,7574645,34890301,2019,2,gujarat
Xiaomi,2007322,0.23813629104863882,8429299,129441484,2019,3,gujarat
Samsung,1784247,0.21167205007201667,8429299,129441484,2019,3,gujarat
Vivo,1706171,0.2024095953886557,8429299,129441484,2019,3,gujarat
Oppo,1111618,0.13187549759475847,8429299,129441484,2019,3,gujarat
Apple,330663,0.039227817164867444,8429299,129441484,2019,3,gujarat
Realme,318122,0.03774003033941494,8429299,129441484,2019,3,gujarat
OnePlus,194687,0.02309646389337951,8429299,129441484,2019,3,gujarat
Lenovo,161748,0.019188784263080478,8429299,129441484,2019,3,gujarat
Motorola,141326,0.016766044246383952,8429299,129441484,2019,3,gujarat
Huawei,102241,0.012129241114830545,8429299,129441484,2019,3,gujarat
Others,571154,0.0677581848739735,8429299,129441484,2019,3,gujarat
Xiaomi,2194279,0.2353417314122709,9323799,147973757,2019,4,gujarat
Samsung,1961599,0.21038623848497806,9323799,147973757,2019,4,gujarat
Vivo,1944394,0.20854096061058372,9323799,147973757,2019,4,gujarat
Oppo,1262789,0.13543717534022345,9323799,147973757,2019,4,gujarat
Realme,362885,0.038920294184806,9323799,147973757,2019,4,gujarat
Apple,353958,0.03796285183753961,9323799,147973757,2019,4,gujarat
OnePlus,206534,0.02215127117176164,9323799,147973757,2019,4,gujarat
Lenovo,169920,0.0182243310907925,9323799,147973757,2019,4,gujarat
Motorola,147476,0.015817157791582593,9323799,147973757,2019,4,gujarat
Huawei,111054,0.011910810175122823,9323799,147973757,2019,4,gujarat
Others,608911,0.06530717790033869,9323799,147973757,2019,4,gujarat
Xiaomi,2375291,0.23151338670581997,10259843,165605122,2020,1,gujarat
Vivo,2206536,0.21506527926401992,10259843,165605122,2020,1,gujarat
Samsung,2139753,0.20855611533236912,10259843,165605122,2020,1,gujarat
Oppo,1429059,0.13928663430814683,10259843,165605122,2020,1,gujarat
Realme,411217,0.040080242943288706,10259843,165605122,2020,1,gujarat
Apple,377075,0.03675251170997451,10259843,165605122,2020,1,gujarat
OnePlus,216733,0.021124397322649088,10259843,165605122,2020,1,gujarat
Lenovo,183981,0.017932145745310137,10259843,165605122,2020,1,gujarat
Motorola,152517,0.014865432151349684,10259843,165605122,2020,1,gujarat
Huawei,119412,0.011638774589435725,10259843,165605122,2020,1,gujarat
Others,648269,0.06318507992763632,10259843,165605122,2020,1,gujarat
Xiaomi,2596510,0.22791083765622014,11392657,155264359,2020,2,gujarat
Vivo,2517289,0.2209571480998682,11392657,155264359,2020,2,gujarat
Samsung,2358840,0.20704915455630762,11392657,155264359,2020,2,gujarat
Oppo,1638925,0.14385801310440577,11392657,155264359,2020,2,gujarat
Realme,464677,0.04078741245347771,11392657,155264359,2020,2,gujarat
Apple,399962,0.0351069991837725,11392657,155264359,2020,2,gujarat
OnePlus,225499,0.019793363391876012,11392657,155264359,2020,2,gujarat
Lenovo,199446,0.017506539519271055,11392657,155264359,2020,2,gujarat
Motorola,159087,0.013963994527352136,11392657,155264359,2020,2,gujarat
Huawei,128197,0.011252598932803823,11392657,155264359,2020,2,gujarat
Others,704225,0.06181393857464505,11392657,155264359,2020,2,gujarat
Vivo,2833786,0.22728751804541714,12467847,184402472,2020,3,gujarat
Xiaomi,2792901,0.22400828306603376,12467847,184402472,2020,3,gujarat
Samsung,2570866,0.20619967505215617,12467847,184402472,2020,3,gujarat
Oppo,1827108,0.14654559042952645,12467847,184402472,2020,3,gujarat
Realme,525717,0.04216582061040691,12467847,184402472,2020,3,gujarat
Apple,425591,0.03413508362751003,12467847,184402472,2020,3,gujarat
OnePlus,236755,0.01898924489528946,12467847,184402472,2020,3,gujarat
Lenovo,211958,0.01700036902923175,12467847,184402472,2020,3,gujarat
Motorola,164618,0.013203402319582523,12467847,184402472,2020,3,gujarat
Huawei,135946,0.010903727002745542,12467847,184402472,2020,3,gujarat
Others,742601,0.05956128592210026,12467847,184402472,2020,3,gujarat
Vivo,3159752,0.23224585476600385,13605203,230497353,2020,4,gujarat
Xiaomi,2998305,0.2203792916577577,13605203,230497353,2020,4,gujarat
Samsung,2800655,0.20585176127103727,13605203,230497353,2020,4,gujarat
Oppo,2016643,0.14822586623661552,13605203,230497353,2020,4,gujarat
Realme,592948,0.04358244415757707,13605203,230497353,2020,4,gujarat
Apple,456563,0.03355797043234122,13605203,230497353,2020,4,gujarat
OnePlus,249222,0.018318139023724967,13605203,230497353,2020,4,gujarat
Lenovo,223106,0.016398579278824432,13605203,230497353,2020,4,gujarat
Motorola,170289,0.012516461533135521,13605203,230497353,2020,4,gujarat
Huawei,144035,0.010586758609922984,13605203,230497353,2020,4,gujarat
Others,793685,0.05833687303305948,13605203,230497353,2020,4,gujarat
Vivo,3492512,0.2380696662046393,14670126,264732874,2021,1,gujarat
Xiaomi,3197714,0.21797454227727833,14670126,264732874,2021,1,gujarat
Samsung,2987011,0.20361181628569516,14670126,264732874,2021,1,gujarat
Oppo,2188804,0.14920144516822828,14670126,264732874,2021,1,gujarat
Realme,666628,0.04544119116631991,14670126,264732874,2021,1,gujarat
Apple,489078,0.03333836396497208,14670126,264732874,2021,1,gujarat
OnePlus,264150,0.018005980316733478,14670126,264732874,2021,1,gujarat
Lenovo,224880,0.015329111692701208,14670126,264732874,2021,1,gujarat
Motorola,174216,0.011875562622979516,14670126,264732874,2021,1,gujarat
Huawei,149907,0.010218521640509426,14670126,264732874,2021,1,gujarat
Others,835226,0.056933798659943344,14670126,264732874,2021,1,gujarat
Vivo,3834323,0.2436659652804614,15735981,282432543,2021,2,gujarat
Xiaomi,3362430,0.21367781265114644,15735981,282432543,2021,2,gujarat
Samsung,3154317,0.20045251706900255,15735981,282432543,2021,2,gujarat
Oppo,2364362,0.15025196077702432,15735981,282432543,2021,2,gujarat
Realme,790357,0.050226102840363114,15735981,282432543,2021,2,gujarat
Apple,529166,0.033627773190625994,15735981,282432543,2021,2,gujarat
OnePlus,293085,0.018625149585526315,15735981,282432543,2021,2,gujarat
Lenovo,218253,0.013869678668269872,15735981,282432543,2021,2,gujarat
Motorola,173429,0.0110211749747283,15735981,282432543,2021,2,gujarat
Huawei,146703,0.009322774347528762,15735981,282432543,2021,2,gujarat
Others,869556,0.055259090615322935,15735981,282432543,2021,2,gujarat
Vivo,4261214,0.2514471054380244,16946761,379987151,2021,3,gujarat
Xiaomi,3544088,0.20913070055097843,16946761,379987151,2021,3,gujarat
Samsung,3267319,0.1927990251352456,16946761,379987151,2021,3,gujarat
Oppo,2580826,0.15229022230265712,16946761,379987151,2021,3,gujarat
Realme,932371,0.0550176520457213,16946761,379987151,2021,3,gujarat
Apple,569577,0.0336097853743261,16946761,379987151,2021,3,gujarat
OnePlus,345805,0.020405374218707632,16946761,379987151,2021,3,gujarat
Lenovo,210237,0.012405733461397136,16946761,379987151,2021,3,gujarat
Motorola,172358,0.010170557075773948,16946761,379987151,2021,3,gujarat
Tecno,161791,0.009547016093517812,16946761,379987151,2021,3,gujarat
Others,901175,0.053176828303650475,16946761,379987151,2021,3,gujarat
Vivo,4645259,0.25608950471412717,18139201,487846209,2021,4,gujarat
Xiaomi,3700589,0.2040105845896961,18139201,487846209,2021,4,gujarat
Samsung,3390165,0.18689715164411044,18139201,487846209,2021,4,gujarat
Oppo,2791203,0.15387684385877856,18139201,487846209,2021,4,gujarat
Realme,1116664,0.061560815164901694,18139201,487846209,2021,4,gujarat
Apple,635160,0.03501587528579677,18139201,487846209,2021,4,gujarat
OnePlus,397948,0.021938562784546024,18139201,487846209,2021,4,gujarat
Lenovo,199946,0.011022866993976196,18139201,487846209,2021,4,gujarat
Tecno,187064,0.010312692383749428,18139201,487846209,2021,4,gujarat
Motorola,174499,0.00961999373621804,18139201,487846209,2021,4,gujarat
Others,900704,0.049655108844099585,18139201,487846209,2021,4,gujarat
